filename;divider;enhancer;lowbandCompressor;lowbandImpulseNumber;lowbandSeparateExcitation;highbandCompressor;highbandImpulseNumber;highbandSeparateExcitation;PEAQ;PESQ
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-1.3267526031891452;3.981
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-0.9833277560169846;3.995
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-0.8222052791848813;3.997
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.6935073450025713;3.997
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;4;;-1.2751100487590334;3.986
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;8;;-1.045531942401749;3.994
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;16;;-0.9017474751833001;3.995
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;32;;-0.8572753966129758;3.997
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;DummyCompressor;;;-0.5435378228510364;4.107
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.298062290765801;2.002
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.248676499129607;2.011
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.2432274149172314;2.017
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.2999354817340928;2.022
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.281388541679086;2.005
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.2585750579320512;2.008
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.2450478127249172;2.013
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.2681005707352525;2.016
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.3546413099383853;2.023
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-2.8644504098839203;2.779
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-2.711599340909424;2.792
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-2.597158193388438;2.801
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.5359897988735707;2.806
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-2.816504620142271;2.785
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-2.7379018547953677;2.791
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-2.639415900616952;2.796
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-2.6322618275185254;2.801
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-2.5598208986533146;2.807
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-2.0389257642820784;3.555
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-1.8006016758928651;3.567
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-1.662499855114533;3.574
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-1.5590987854894531;3.578
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-2.0195869636031762;3.560
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-1.8642603373251676;3.568
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-1.72419784691742;3.571
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-1.6766015997437043;3.576
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-1.5317797181569874;3.578
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-1.3605683565943276;3.925
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-1.1107759316068009;3.945
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-0.9786636961332444;3.953
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.8572789218912815;3.955
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-1.338901865952372;3.934
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-1.1724532380395676;3.944
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-1.0393071959639268;3.950
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-0.9777935354866849;3.952
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-0.8119288777120222;3.955
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.3536297679374836;1.901
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.3068150043702254;1.908
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.304760381317355;1.914
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.3563384300225927;1.917
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.3398265926350095;1.904
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.3144180476962486;1.908
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.297586498565561;1.911
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.320686348586565;1.913
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;DummyCompressor;;;-3.4144247609165386;1.918
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.0752053893869813;2.511
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-2.9800625213980094;2.524
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-2.9124337239550697;2.533
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-2.9326100994024467;2.536
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.04166175680296;2.518
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;;-2.9924548447750308;2.524
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;;-2.940506374606021;2.530
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;;-2.9442615343144825;2.532
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;DummyCompressor;;;-2.9834108158949224;2.537
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-2.5224363570171935;3.156
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-2.358212171284319;3.168
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.269571237924067;3.175
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.2413031942411434;3.180
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;;-2.4818707494667827;3.161
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;;-2.3889622040553267;3.169
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;;-2.30811152835987;3.171
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;;-2.2992086785406176;3.174
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;DummyCompressor;;;-2.275273731574701;3.180
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.132285920841662;3.435
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-1.9220332149994057;3.446
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-1.8001504051300032;3.455
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-1.7267574036774147;3.459
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;;-2.101863918839947;3.440
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;;-1.964477307093114;3.446
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;;-1.8433061953746077;3.450
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;;-1.826495207398886;3.455
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;DummyCompressor;;;-1.7658920290588687;3.460
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-1.239310965086088;3.962
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-0.9841544278285563;3.984
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-0.8279606818353202;3.994
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.6893988857627775;3.996
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;;-1.2217378925118663;3.973
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;;-1.0505835815816642;3.985
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;;-0.9162177738907196;3.990
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;;-0.8429426027982396;3.994
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;DummyCompressor;;;-0.5477826103527752;4.106
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.5250234803886454;1.949
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.477543812526248;1.962
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.4609980516057327;1.970
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.452909187807714;1.982
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.507581331138538;1.955
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.4953342567347093;1.961
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.4782515687742675;1.967
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.4725792166094754;1.970
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.4650545511923766;1.983
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.3979505357554642;2.575
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.290305706710817;2.598
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-3.2153847325091665;2.611
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-3.1176932057515856;2.624
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.369284411492042;2.589
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.3231328677344916;2.597
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-3.2753674563430386;2.609
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-3.250161905074208;2.610
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-3.0970445477046504;2.626
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-2.9990668084152587;3.123
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-2.8181511559204333;3.149
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-2.675208377792803;3.164
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-2.531853541977413;3.177
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-2.9519377527223702;3.137
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-2.8536234878388917;3.157
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-2.766556157704758;3.162
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-2.7348964295744422;3.164
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-2.4826022704884063;3.178
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-2.5088406185702716;3.371
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.2847147086031176;3.402
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-2.130074720486058;3.417
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-1.9813043892573794;3.429
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-2.459193925499064;3.390
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.330488334810129;3.406
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-2.239506109182698;3.417
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-2.185007204838446;3.415
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-1.9208421246070913;3.431
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.614655363338289;1.885
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.564028707141603;1.897
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.544374128472459;1.904
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.5271939117969575;1.913
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.594734576222727;1.890
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.5805482501331647;1.896
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.564584077360786;1.901
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.5615902594895488;1.904
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;DummyCompressor;;;-3.541539687564413;1.914
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.46769193336146;2.362
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.385928879198916;2.381
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.3309950617934927;2.391
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.278811787944176;2.405
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.450318951338104;2.375
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.4113424620831316;2.379
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.3751835201463143;2.390
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.3607827602463027;2.391
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;DummyCompressor;;;-3.276511788898165;2.406
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.200560807654978;2.879
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.050186378953116;2.903
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.9577470928121072;2.916
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.8415060434285286;2.929
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.166485223789655;2.896
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.0962530217137356;2.905
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.0228766111783996;2.915
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;;-3.0046050658966728;2.915
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;DummyCompressor;;;-2.823292980387712;2.931
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.936962898659833;3.086
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-2.732890301379358;3.112
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-2.583009892177892;3.118
