filename;divider;enhancer;lowbandCompressor;lowbandImpulseNumber;lowbandSeparateExcitation;highbandCompressor;highbandImpulseNumber;highbandSeparateExcitation;PEAQ;PESQ
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.6747305268702127;1.813
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.642068412193014;1.792
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.614451000868194;1.822
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.7079727707330875;1.798
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.6833250689899005;1.803
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.6625643561976885;1.808
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.643503562264636;1.797
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.606667532373311;1.797
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.714154080363306;2.475
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.624718034496595;2.492
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-3.5308070869292316;2.506
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-3.4272833057129715;2.518
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.7069517472671105;2.474
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.6459047985155792;2.489
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-3.5842027631735474;2.501
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-3.538634094604804;2.508
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-3.3867589236649005;2.523
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-3.5327890078861346;2.723
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-3.338170060569083;2.749
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-3.127544465222932;2.767
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-2.919694544591655;2.781
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-3.5032099451690755;2.723
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-3.3796521842240193;2.746
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-3.2614937256137457;2.761
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-3.147096649963542;2.770
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-2.822502771289195;2.785
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-2.928684455985513;3.252
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.5335135621058456;3.296
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-2.1716841672167178;3.324
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-1.8026206976952412;3.344
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-2.8675907111250467;3.257
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.6469124189978057;3.293
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-2.3636369451960637;3.314
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-2.1867184277476737;3.324
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-1.6548952444691771;3.349
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.792318224108731;1.797
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.744312132632792;1.802
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.7077664807875816;1.807
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.678032526606361;1.811
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.784099234683408;1.798
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.755045963481818;1.801
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.729294412239924;1.806
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.713326899427262;1.808
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;DummyCompressor;;;-3.6735679850756915;1.813
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.736781847155104;2.305
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.6580669114442297;2.329
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.5878749250852326;2.341
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.512094999546804;2.339
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.729783691410634;2.316
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.6811952985145706;2.316
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.633765956935612;2.325
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.593671754933043;2.343
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;DummyCompressor;;;-3.4938842650921913;2.343
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.621116919420504;3.012
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.4855515411515805;3.036
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-3.3545760368159576;3.053
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-3.213308502073219;3.067
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.6048390515069997;3.016
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.526981525293139;3.031
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.448214329346469;3.047
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;;-3.3685785961072225;3.054
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;DummyCompressor;;;-3.1621585360167144;3.072
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-3.559641258333503;3.261
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-3.387965295121108;3.289
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-3.2257998504157133;3.314
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-3.0252816167248042;3.330
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;;-3.542607990798051;3.260
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;;-3.4386719959675407;3.286
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;;-3.320549824561296;3.304
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;;-3.232327585954983;3.316
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;DummyCompressor;;;-2.9522422955179417;3.336
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-2.0733656568618395;3.425
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-1.554664222226953;3.474
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-1.1242494203259397;3.501
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.682921672847892;3.520
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;;-2.007549882096926;3.434
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;;-1.6751825484383542;3.469
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;;-1.3338929722821304;3.494
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;;-1.1264958461287753;3.504
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;DummyCompressor;;;-0.4056649618437831;3.589
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.688341577478473;1.910
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.6614133472897278;1.917
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.633317958892728;1.917
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.610226884476549;1.927
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.6855958069588245;1.913
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.670109140128013;1.915
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.6479220136080427;1.916
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.637026669221918;1.923
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.600060975961458;1.930
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.6705316904347436;2.273
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.599674155600124;2.285
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-3.521843373973946;2.296
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-3.4245086926673407;2.309
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.6636927094370333;2.277
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.6194981362306704;2.283
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-3.563564982159022;2.291
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-3.526750311649216;2.298
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-3.388743651225003;2.314
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-3.4343780593187376;3.283
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-3.279711882450524;3.314
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-3.1250740811725874;3.339
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-2.9211871357922057;3.366
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-3.431987115896651;3.291
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-3.3316028639197057;3.308
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-3.2077595072751155;3.327
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-3.1352216697978084;3.344
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-2.834384145541506;3.374
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-2.7661518366175946;3.232
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.457669901515166;3.273
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-2.1584067678207743;3.300
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-1.8081428247984244;3.328
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-2.7351705574976526;3.247
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.5207207976176873;3.269
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-2.2939012796879155;3.286
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-2.1424927905164024;3.310
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-1.6362866473921898;3.338
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.761186392479621;1.768
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.7310680122893096;1.772
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.6943460363901632;1.775
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.6609365813416384;1.780
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.7601226067732365;1.805
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.736534676067429;1.770
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.7082900762151745;1.773
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.695042966690049;1.776
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;DummyCompressor;;;-3.6505630787706678;1.781
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.684133492216112;2.272
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.6239410908515755;2.284
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.560281641231355;2.294
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.4951992485161085;2.304
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.6811012337173232;2.277
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.6445041259949007;2.282
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.599318183241729;2.289
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.565367482319369;2.296
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;DummyCompressor;;;-3.4562214996495735;2.308
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.555843625470019;2.704
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.4530540938869376;2.723
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-3.3304833070439175;2.735
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-3.192014784205519;2.754
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.5429467700607713;2.711
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.4849193966085905;2.719
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.40532837309621;2.730
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;;-3.3453022469790565;2.742
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;DummyCompressor;;;-3.1433939660313825;2.760
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-3.483171022369855;2.973
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-3.346918991018174;3.000
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-3.193722294762285;2.971
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-3.0171783599145217;2.995
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;;-3.4800104814091126;2.935
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;;-3.3824166480481295;2.997
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;;-3.2798877556320907;2.968
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;;-3.2059004166021596;3.025
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;DummyCompressor;;;-2.9454339293841754;3.002
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-2.0141745443441206;3.392
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-1.597450462980143;3.437
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-1.2217008320326919;3.468
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.7310319958964251;3.504
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;;-1.9488822370560879;3.410
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;;-1.6663729336135695;3.432
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;;-1.3846242599213063;3.454
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;;-1.2105598032795801;3.480
probka_sciezka_z_filmu.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;DummyCompressor;;;-0.41612976737887797;3.578
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.7065133516629044;2.643
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.6189832855895015;2.666
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.5606215554013386;2.687
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.503705687101228;2.698
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.673354947713595;2.644
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.6319656816051463;2.663
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.599859510319154;2.681
probka_audiobook.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.5888774851819908;2.690
